H40.13,개방우각녹내장의 잔류기,Residual stage of open-angle glaucoma
H40.19,상세불명의 원발성 개방우각녹내장,Unspecified  primary open-angle glaucoma
H40.2,원발성 폐쇄우각녹내장,Primary angle-closure glaucoma
H40.20,급성 폐쇄우각녹내장,Acute angle-closure glaucoma
H40.21,만성 폐쇄우각녹내장,Chronic angle-closure glaucoma
H40.22,간헐성 폐쇄우각녹내장,Intermittent angle-closure glaucoma
H40.23,폐쇄우각녹내장 잔류기,Residual stage of angle-closure glaucoma
H40.29,상세불명의 원발성 폐쇄우각녹내장,Unspecified primary angle-closure glaucoma
H40.3,눈외상에 따른 이차성 녹내장,Glaucoma secondary to eye trauma
H40.4,눈염증에 따른 이차성 녹내장,Glaucoma secondary to eye inflammation
H40.5,기타 눈장애에 따른 이차성 녹내장,Glaucoma secondary to other eye disorders
H40.6,약물에 의한 이차성 녹내장,Glaucoma secondary to drugs
H40.8,기타 녹내장,Other glaucoma
H40.80,공막위정맥압의 증가를 동반한 녹내장,Glaucoma with increased episcleral venous pressure
H40.81,과다분비녹내장,Hypersecretion glaucoma
H40.82,방수흐름이상 악성 녹내장,Aqueous misdirection malignant glaucoma
H40.88,기타 녹내장,Other glaucoma
H40.9,상세불명의 녹내장,"Glaucoma, unspecified"
H42*,달리 분류된 질환에서의 녹내장,Glaucoma in diseases classified elsewhere
H42.0*,"내분비, 영양 및 대사 질환에서의 녹내장","Glaucoma in endocrine, nutritional and metabolic diseases"
H42.8*,달리 분류된 기타 질환에서의 녹내장,Glaucoma in other diseases classified  elsewhere
H43-H45,유리체 및 안구의 장애,Disorders of vitreous body and globe
H43,유리체의 장애,Disorders of vitreous body
H43.0,유리체탈출,Vitreous prolapse
H43.1,유리체출혈,Vitreous haemorrhage
H43.2,유리체내 결정침착물,Crystalline deposits in vitreous body
H43.3,기타 유리체혼탁,Other vitreous opacities
H43.30,유리체 막 및 가닥,Vitreous membranes and strands
H43.38,기타 유리체혼탁,Other vitreous opacities
H43.8,유리체의 기타 장애,Other disorders of vitreous body
H43.80,유리체변성,Vitreous degeneration
H43.88,유리체의 기타 장애,Other disorders of vitreous body
H43.9,유리체의 상세불명 장애,"Disorder of vitreous body, unspecified"
H44,안구의 장애,Disorders of globe
H44.0,화농성 안내염,Purulent endophthalmitis
H44.1,기타 안내염,Other endophthalmitis
H44.2,퇴행성 근시,Degenerative myopia
H44.3,안구의 기타 퇴행성 장애,Other degenerative disorders of globe
H44.4,눈의 저안압,Hypotony of eye
H44.5,안구의 퇴행성 병태,Degenerated conditions of globe
H44.6,"잔류(오래된) 안구내이물, 자기성","Retained (old) intraocular foreign body, magnetic"
H44.7,"잔류(오래된) 안구내이물, 비자기성","Retained (old) intraocular foreign body, nonmagnetic"
H44.8,안구의 기타 장애,Other disorders of globe
H44.9,안구의 상세불명 장애,"Disorder of globe, unspecified"
H45*,달리 분류된 질환에서의 유리체 및 안구의 장애,Disorders of vitreous body and globe in diseases classified elsewhere
H45.0*,달리 분류된 질환에서의 유리체출혈,Vitreous haemorrhage in diseases classified elsewhere
H45.1*,달리 분류된 질환에서의 안내염,Endophthalmitis in diseases classified elsewhere
H45.8*,달리 분류된 질환에서의 유리체 및 안구의 기타 장애,Other disorders of vitreous body and globe in diseases classified elsewhere
H46-H48,시신경 및 시각경로의 장애,Disorders of optic nerve and visual pathways
H46,시신경염,Optic neuritis
H47,시[제2]신경 및 시각경로의 기타 장애,Other disorders of optic[2nd] nerve and visual pathways
H47.0,달리 분류되지 않은 시신경의 장애,"Disorders of optic nerve, NEC"
H47.1,상세불명의 유두부종,"Papilloedema, unspecified"
H47.2,시신경위축,Optic atrophy
H47.3,시신경유두의 기타 장애,Other disorders of optic disc
H47.4,시신경교차의 장애,Disorders of optic chiasm
H47.5,기타 시각경로의 장애,Disorders of other visual pathways
H47.6,시각피질의 장애,Disorders of visual cortex
H47.7,상세불명의 시각경로의 장애,"Disorder of visual pathways, unspecified"
H48*,달리 분류된 질환에서의 시[제2]신경 및 시각경로의 장애,Disorders of optic[2nd] nerve and visual pathways in diseases classified elsewhere
H48.0*,달리 분류된 질환에서의 시신경위축,Optic atrophy in diseases classified elsewhere
H48.1*,달리 분류된 질환에서의 안구후시신경염,Retrobulbar neuritis in diseases classified elsewhere
H48.8*,달리 분류된 질환에서의 시신경 및 시각경로의 기타 장애,Other disorders of optic nerve and visual pathways in diseases classified elsewhere
H49-H52,"안근, 양안운동, 조절 및 굴절의 장애","Disorders of ocular muscles, binocular movement, accommodation and refraction"
H49,마비성 사시,Paralytic strabismus
H49.0,제3뇌[동안]신경마비,Third[oculomotor] nerve palsy
H49.1,제4뇌[활차]신경마비,Fourth[trochlear] nerve palsy
H49.2,제6뇌[외전]신경마비,Sixth[abducent] nerve palsy
H49.3,전체(외)안근마비,Total(external) ophthalmoplegia
H49.4,진행성 외안근마비,Progressive external ophthalmoplegia
H49.8,기타 마비성 사시,Other paralytic strabismus
H49.9,상세불명의 마비사시,"Paralytic strabismus, unspecified"
H50,기타 사시,Other strabismus
H50.0,수렴공동사시,Convergent concomitant strabismus
H50.01,A 형내사시,Esotropia with A pattern
H50.02,V 형내사시,Esotropia with V pattern
H50.08,기타 공동내사시,Esotropia with other concomitancies
H50.09,상세불명의 내사시,Unspecified esotropia
H50.1,분산공동사시,Divergent concomitant strabismus
H50.11,A 형외사시,Exotropia with A pattern
H50.12,V 형외사시,Exotropia with V pattern
H50.18,기타 공동외사시,Exotropia with other concomitancies
H50.19,상세불명의 외사시,Unspecified exotropia
H50.2,수직사시,Vertical strabismus
H50.20,상사시,Hypertropia
H50.21,하사시,Hypotropia
H50.29,상세불명의 수직사시,Unspecified vertical strabismus
H50.3,간헐성 사시,Intermittent heterotropia
H50.30,간헐성 내사시,Intermittent esotropia
H50.32,간헐성 외사시,Intermittent exotropia
H50.39,상세불명의 간헐성 사시,Unspecified intermittent heterotropia
H50.4,기타 및 상세불명의 사시,Other and unspecified heterotropia
H50.40,회선사시,Cyclotropia
H50.41,단안주시증후군,Monofixation syndrome
H50.42,내사시의 조절성 요소,Accommodative component in esotropia
H50.48,기타 및 상세불명의 사시,Other and unspecified heterotropia
H50.5,사위,Heterophoria
H50.50,내사위,Esophoria
H50.51,외사위,Exophoria
H50.52,수직사위,Vertical heterophoria
H50.53,회선사위,Cyclophoria
H50.54,교대상사위,Alternating heterophoria
H50.59,상세불명의 사위,Unspecified heterophoria
H50.6,기계적 사시,Mechanical strabismus
H50.60,브라운 건초 증후군,Brown’s sheath syndrome
H50.68,기타 기계적 사시,Other mechanical strabismus
H50.69,상세불명의 기계적 사시,"Mechanical strabismus, unspecified"
H50.8,기타 명시된 사시,Other specified strabismus
H50.80,두엔 증후군,Duane’s syndrome
H50.88,기타 명시된 사시,Other specified strabismus
H50.9,상세불명의 사시,"Strabismus, unspecified"
H51,양안운동의 기타 장애,Other disorders of binocular movement
H51.0,공동주시마비,Palsy of conjugate gaze
H51.1,눈모음기능 부전 및 과다,Convergence insufficiency and excess
H51.2,핵간안근마비,Internuclear ophthalmoplegia
H51.8,양안운동의 기타 명시된 장애,Other specified disorders of binocular movement
H51.9,양안운동의 상세불명 장애,"Disorder of binocular movement, unspecified"
H52,굴절 및 조절의 장애,Disorders of refraction and accommodation
H52.0,원시,Hypermetropia
H52.1,근시,Myopia
H52.2,난시,Astigmatism
H52.20,불규칙난시,Irregular astigmatism
H52.21,규칙난시,Regular astigmatism
H52.22,상세불명의 난시,Unspecified astigmatism
H52.3,부동시 및 부등상시,Anisometropia and aniseikonia
H52.30,부동시,Anisometropia
H52.31,부등상시,Aniseikonia
H52.4,노년시,Presbyopia
H52.5,조절의 장애,Disorders of accommodation
H52.50,"내안근마비(완전, 전체)","Internal ophthalmoplegia(complete, total)"
H52.51,조절의 부전마비,Paresis of accommodation
H52.52,조절의 연축,Spasm of accommodation
H52.59,상세불명의 조절의 장애,Unspecified disorders of accommodation
H52.6,굴절의 기타 장애,Other disorders of refraction
H52.7,상세불명의 굴절장애,"Disorder of refraction, unspecified"
H53-H54,시각장애 및 실명,Visual disturbances and blindness
H53,시각장애,Visual disturbances
H53.0,폐용약시,Amblyopia ex anopsia
H53.00,박탈성 약시,Deprivation amblyopia
H53.01,반사성 약시,Refractive amblyopia
H53.02,사시성 약시,Strabismic amblyopia
H53.09,상세불명의 약시,Unspecified amblyopia
H53.1,자각적 시각장애,Subjective visual disturbances
H53.10,주간맹,Day blindness
H53.11,일시적 시력상실,Transient visual loss
H53.12,돌발시력상실,Sudden visual loss
H53.13,시각의 불편,Visual discomfort
H53.14,시각의 형태나 크기의 왜곡,Visual distortions of shape and size
H53.18,기타 자각적 시각장애,Other subjective visual disturbances
H53.19,상세불명의 자각적 시각장애,Unspecified subjective visual disturbances
H53.2,복시(複視),Diplopia
H53.3,양안시의 기타 장애,Other disorders of binocular vision
H53.4,시야결손,Visual field defects
H53.40,중심부위를 포함한 암점,Scotoma involving central area
H53.41,맹점부위의 암점,Scotoma of blind spot area
H53.42,부채꼴 또는 궁형결손,Sector or arcuate defects
H53.43,기타 국소적 시야결손,Other localized visual field defect
H53.44,동측성 양쪽 시야결손,Homonymous bilateral field defects
H53.45,반대쪽 양쪽 시야결손,Heteronymous bilateral field defects
H53.46,시야의 전반적 수축,Generalized contraction of visual field
H53.49,상세불명의 시야결손,Unspecified visual field defects
H53.5,색각결손,Colour vision deficiencies
H53.6,야맹증,Night blindness
H53.8,기타 시각장애,Other visual disturbances
H53.9,상세불명의 시각장애,"Visual disturbance, unspecified"
H54,실명을 포함한 시력장애(양안의 또는 단안의),Visual impairment including blindness (binocular or monocular)
H54.0,양안실명,"Blindness, binocular"
H54.1,양안의 중증 시력장애,"Severe visual impairment, binocular"
H54.2,양안의 중등도 시력장애,"Moderate visual impairment, binocular"
H54.3,양안의 경도 또는 장애가 없는 시력장애,"Mild or no visual impairment, binocular"
H54.4,단안실명,"Blindness, monocular"
H54.5,단안의 중증 시력장애,"Severe visual impairment, monocular"
H54.6,단안의 중등도 시력장애,"Moderate visual impairment, monocular"
H54.9,상세불명의 시력장애(양안의),Unspecified visual impairment(binocular)
H55-H59,눈 및 눈부속기의 기타 장애,Other disorders of eye and adnexa
H55,안진 및 기타 불규칙적 눈운동,Nystagmus and other irregular eye movements
H57,눈 및 눈부속기의 기타 장애,Other disorders of eye and adnexa
H57.0,동공기능의 이상,Anomalies of pupillary function
H57.1,눈통증,Ocular pain
H57.8,눈 및 눈부속기의 기타 명시된 장애,Other specified disorders of eye and adnexa
H57.9,눈 및 눈부속기의 상세불명 장애,"Disorder of eye and adnexa, unspecified"
H58*,달리 분류된 질환에서의 눈 및 눈부속기의 기타 장애,Other disorders of eye and adnexa in diseases classified elsewhere
H58.0*,달리 분류된 질환에서의 동공기능이상,Anomalies of pupillary function in diseases classified elsewhere
H58.1*,달리 분류된 질환에서의 시각장애,Visual disturbances in diseases classified elsewhere
H58.8*,달리 분류된 질환에서의 눈 및 눈부속기의 기타 장애,Other specified disorders of eye and adnexa in diseases classified elsewhere
H59,달리 분류되지 않은 눈 및 눈부속기의 처치후 장애,"Postprocedural disorders of eye and adnexa, NEC"
H59.0,백내장수술로 인한 각막병증(수포성 무수정체증),Keratopathy (bullous aphakia) following cataract surgery
H59.8,눈 및 눈부속기의 기타 처치후 장애,Other postprocedural disorders of eye and adnexa
H59.9,눈 및 눈부속기의 상세불명의 처치후 장애,"Postprocedural disorder of eye and adnexa, unspecified"
H60-H95,Ⅷ. 귀 및 유돌의 질환,"Diseases of the ear and mastoid process, H60-H95"
H60-H62,외이의 질환,Diseases of external ear
H60,외이염,Otitis externa
H60.0,외이의 농양,Abscess of external ear
H60.00,종기,Boil
H60.01,큰종기,Carbuncle
H60.02,종기,Furuncle
H60.08,기타,Other
H60.1,외이의 연조직염,Cellulitis of external ear
H60.2,악성 외이도염,Malignant otitis externa
H60.3,기타 감염성 외이도염,Other infective otitis externa
H60.30,미만성 외이도염,Diffuse otitis externa
H60.31,출혈성 외이도염,Haemorrhagic otitis externa
H60.32,수영자귀,Swimmer’s ear
H60.38,기타 감염성 외이도염,Other infective otitis externa
H60.4,외이의 진주종,Cholesteatoma of external ear
H60.5,급성 비감염성 외이도염,"Acute otitis externa, noninfective"
H60.50,급성 광선외이도염,Acute actinic otitis externa
H60.51,급성 화학적 외이도염,Acute chemical otitis externa
H60.52,급성 접촉성 외이도염,Acute contact otitis externa
H60.53,급성 습진모양외이도염,Acute eczematoid otitis externa
H60.54,급성 반응성 외이도염,Acute reactive otitis externa
H60.58,기타 급성 비감염성 외이도염,Other  acute noninfective otitis externa
H60.59,상세불명의 급성 비감염성 외이도염,Unspecified acute noninfective otitis externa
H60.8,기타 외이도염,Other otitis externa
H60.80,만성 외이도염 NOS,Chronic otitis externa NOS
H60.88,기타 외이도염,Other otitis externa
H60.9,상세불명의 외이도염,"Otitis externa, unspecified"
H61,외이의 기타 장애,Other disorders of external ear
H61.0,외이의 연골막염,Perichondritis of external ear
H61.00,외이의 급성 연골막염,Acute perichondritis of external ear
H61.01,외이의 만성 연골막염,Chronic perichondritis of external ear
H61.09,외이의 상세불명 연골막염,Unspecified perichondritis of external ear
H61.1,귓바퀴의 비감염성 장애,Noninfective disorders of pinna
H61.10,귓바퀴의 후천성 변형,Acquired deformity of pinna
H61.11,귓바퀴의 혈종,Hematoma of pinna
H61.18,귓바퀴의 기타 비감염성 장애,Other noninfective disorders of pinna
H61.19,귓바퀴의 상세불명의 비감염성 장애,Unspecified noninfective disorders of pinna
H61.2,귀지떡,Impacted cerumen
H61.3,외이도의 후천성 협착,Acquired stenosis of external ear canal
H61.30,외상에 따른 외이도의 후천성 협착,Acquired stenosis of external ear canal secondary to trauma
H61.31,염증 및 감염에 따른 외이도의 후천성 협착,Acquired stenosis of external ear canal secondary to inflammation and infection
H61.38,외이도의 기타 후천성 협착,Other acquired stenosis of external ear canal
H61.39,외이도의 상세불명의 후천성 협착,"Acquired stenosis of external ear canal, unspecified"
H61.8,외이의 기타 명시된 장애,Other specified disorders of external ear
H61.80,외이도의 외골증,Exostosis of external canal
H61.88,외이의 기타 명시된 장애,Other specified disorders of external ear
H61.9,외이의 상세불명 장애,"Disorder of external ear, unspecified"
H62*,달리 분류된 질환에서의 외이의 장애,Disorders of external ear in diseases classified elsewhere
H62.0*,달리 분류된 세균성 질환에서의 외이도염,Otitis externa in bacterial diseases classified elsewhere
H62.1*,달리 분류된 바이러스질환에서의 외이도염,Otitis externa in viral diseases classified elsewhere
H62.2*,진균증에서의 외이도염,Otitis externa in mycoses
H62.3*,달리 분류된 기타 감염성 및 기생충성 질환에서의  외이도염,Otitis externa in other infectious and parasitic diseases classified elsewhere
H62.4*,달리 분류된 기타 질환에서의 외이도염,Otitis externa in other diseases  classified elsewhere
H62.8*,달리 분류된 질환에서의 외이의 기타 장애,Other disorders of external ear in diseases classified elsewhere
H65-H75,중이 및 유돌의 질환,Diseases of middle ear and mastoid
H65,비화농성 중이염,Nonsuppurative otitis media
H65.0,급성 장액성 중이염,Acute serous otitis media
H65.00,한쪽 또는 상세불명,Unilateral or unspecified
H65.01,양쪽,Bilateral
H65.02,"재발성, 한쪽 또는 상세불명","Recurrent, unilateral or unspecified"
H65.03,"재발성, 양쪽","Recurrent, bilateral"
H65.1,기타 급성 비화농성 중이염,Other acute nonsuppurative otitis media
H65.10,앨러지성(점액성)(혈액성)(장액성) 급성 및 아급성 중이염,Acute and subacute allergic otitis media (mucoid)(sanguinous)(serous)
H65.100,한쪽 또는 상세불명,Unilateral or unspecified
H65.101,양쪽,Bilateral
H65.102,"재발성, 한쪽 또는 상세불명","Recurrent, unilateral or unspecified"
H65.103,"재발성, 양쪽","Recurrent, bilateral"
H65.18,기타 급성 비화농성 중이염,Other acute nonsuppurative otitis media
H65.180,한쪽 또는 상세불명,Unilateral or unspecified
H65.181,양쪽,Bilateral
H65.182,"재발성, 한쪽 또는 상세불명","Recurrent, unilateral or unspecified"
H65.183,"재발성, 양쪽","Recurrent, bilateral"
H65.2,만성 장액성 중이염,Chronic serous otitis media
H65.20,한쪽 또는 상세불명,Unilateral or unspecified
H65.21,양쪽,Bilateral
H65.3,만성 점액성 중이염,Chronic mucoid otitis media
H65.30,한쪽 또는 상세불명,Unilateral or unspecified
H65.31,양쪽,Bilateral
H65.4,기타 만성 비화농성 중이염,Other chronic nonsuppurative otitis media
H65.40,앨러지성 만성 중이염,Chronic allergic otitis media
H65.400,한쪽 또는 상세불명,Unilateral or unspecified
H65.401,양쪽,Bilateral
H65.48,기타 만성 비화농성 중이염,Other chronic nonsuppurative otitis media
H65.480,한쪽 또는 상세불명,Unilateral or unspecified
H65.481,양쪽,Bilateral
H65.9,상세불명의 비화농성 중이염,"Nonsuppurative otitis media, unspecified"
H65.90,한쪽 또는 상세불명,Unilateral or unspecified
H65.91,양쪽,Bilateral
H66,화농성 및 상세불명의 중이염,Suppurative and unspecified otitis media
H66.0,급성 화농성 중이염,Acute suppurative otitis media
H66.00,자발적 고막파열을 동반하지 않은 급성 화농성 중이염,Acute suppurative otitis media without spontaneous rupture of ear drum
H66.000,한쪽 또는 상세불명,Unilateral or unspecified
H66.001,양쪽,Bilateral
H66.002,"재발성, 한쪽 또는 상세불명","Recurrent, unilateral or unspecified"
H66.003,"재발성, 양쪽","Recurrent, bilateral"
H66.01,자발적 고막파열을 동반한 급성 화농성 중이염,Acute suppurative otitis media with  spontaneous rupture of ear drum
H66.010,한쪽 또는 상세불명,Unilateral or unspecified
H66.011,양쪽,Bilateral
H66.012,"재발성, 한쪽 또는 상세불명","Recurrent, unilateral or unspecified"
H66.013,"재발성, 양쪽","Recurrent, bilateral"
H66.1,만성 이관고실의 화농성 중이염,Chronic tubotympanic suppurative otitis media
H66.10,한쪽 또는 상세불명,Unilateral or unspecified
H66.11,양쪽,Bilateral
H66.2,만성 상고실유돌동화농성 중이염,Chronic atticoantral suppurative otitis media
H66.20,한쪽 또는 상세불명,Unilateral or unspecified
H66.21,양쪽,Bilateral
H66.3,기타 만성 화농성 중이염,Other chronic suppurative otitis media
H66.30,한쪽 또는 상세불명,Unilateral or unspecified
H66.31,양쪽,Bilateral
H66.4,상세불명의 화농성 중이염,"Suppurative otitis media, unspecified"
H66.40,한쪽 또는 상세불명,Unilateral or unspecified
H66.41,양쪽,Bilateral
H66.9,상세불명의 중이염,"Otitis media, unspecified"
H66.90,한쪽 또는 상세불명,Unilateral or unspecified
H66.91,양쪽,Bilateral
H67*,달리 분류된 질환에서의 중이염,Otitis media in diseases classified elsewhere
H67.0*,달리 분류된 세균성 질환에서의 중이염,Otitis media in bacterial diseases classified elsewhere
H67.1*,달리 분류된 바이러스질환에서의 중이염,Otitis media in viral diseases classified elsewhere
H67.8*,달리 분류된 기타 질환에서의 중이염,Otitis media in other diseases classified elsewhere
H68,귀인두관염 및 귀인두관 폐색,Eustachian salpingitis and obstruction
H68.0,귀인두관염,Eustachian salpingitis
H68.00,급성 귀인두관염,Acute Eustachian salpingitis
H68.01,만성 귀인두관염,Chronic Eustachian salpingitis
H68.09,상세불명의 귀인두관염,Unspecified Eustachian salpingitis
H68.1,귀인두관의 폐색,Obstruction of Eustachian tube
H68.10,귀인두관의 골성 폐색,Osseous obstruction of Eustachian tube
H68.11,귀인두관의 내인성 연골성 폐색,Intrinsic cartilagenous obstruction of Eustachian tube
H68.12,귀인두관의 외인성 연골성 폐색,Extrinsic cartilagenous obstruction of Eustachian tube
H68.19,귀인두관의 상세불명 폐색,Unspecified obstruction of Eustachian tube
H69,귀인두관의 기타 장애,Other disorders of Eustachian tube
H69.0,개방성 귀인두관,Patulous Eustachian tube
H69.8,귀인두관의 기타 명시된 장애,Other specified disorders of Eustachian tube
H69.9,상세불명의 귀인두관장애,"Eustachian tube disorder, unspecified"
H70,유돌염 및 관련 병태,Mastoiditis and related conditions
H70.0,급성 유돌염,Acute mastoiditis
H70.1,만성 유돌염,Chronic mastoiditis
H70.2,추체염,Petrositis
H70.8,기타 유돌염 및 관련 병태,Other mastoiditis and related conditions
H70.9,상세불명의 유돌염,"Mastoiditis, unspecified"
H71,중이의 진주종,Cholesteatoma of middle ear
H72,고막의 천공,Perforation of tympanic membrane
H72.0,고막의 중심천공,Central perforation of tympanic membrane
H72.1,고막의 상고실천공,Attic perforation of tympanic membrane
H72.2,고막의 기타 변연부천공,Other marginal perforations of tympanic membrane
H72.8,고막의 기타 천공,Other perforation of tympanic membrane
H72.9,고막의 상세불명 천공,"Perforation of tympanic membrane, unspecified"
H73,고막의 기타 장애,Other disorders of tympanic membrane
H73.0,급성 고막염,Acute myringitis
H73.00,수포성 고막염,Bullous myringitis
H73.08,기타 및 상세불명의 급성 고막염,Other and unspecified acute myringitis
H73.1,만성 고막염,Chronic myringitis
H73.8,고막의 기타 명시된 장애,Other specified disorders of tympanic membrane
H73.80,위축성 이완고막,Atrophic flaccid tympanic membrane
H73.81,위축성 비이완고막,Atrophic nonflaccid tympanic membrane
H73.88,고막의 기타 명시된 장애,Other specified disorders of tympanic membrane
H73.9,고막의 상세불명 장애,"Disorder of tympanic membrane, unspecified"
H74,중이 및 유돌의 기타 장애,Other disorders of middle ear and mastoid
H74.0,고실경화증,Tympanosclerosis
H74.1,유착성 중이질환,Adhesive middle ear disease
H74.2,이소골의 불연속성 및 탈구,Discontinuity and dislocation of ear ossicles
H74.3,이소골의 기타 후천성 이상,Other acquired abnormalities of ear ossicles
H74.4,중이의 폴립,Polyp of middle ear
H74.8,중이 및 유돌의 기타 명시된 장애,Other specified disorders of middle ear and mastoid
H74.9,중이 및 유돌의 상세불명 장애,"Disorder of middle ear and mastoid, unspecified"
H75*,달리 분류된 질환에서의 중이 및 유돌의 기타 장애,Other disorders of middle ear and mastoid in diseases classified elsewhere
H75.0*,달리 분류된 감염성 및 기생충성 질환에서의 유돌염,Mastoiditis in infectious and parasitic diseases classified elsewhere
H75.8*,달리 분류된 질환에서의 중이 및 유돌의 기타 명시된 장애,Other specified disorders of middle ear and mastoid in diseases classified elsewhere
H80-H83,내이의 질환,Diseases of inner ear
H80,귀경화증,Otosclerosis
H80.0,난원창을 침범한 비폐색성 귀경화증,"Otosclerosis involving oval window, nonobliterative"
H80.1,난원창을 침범한 폐색성 귀경화증,"Otosclerosis involving oval window, obliterative"
H80.2,와우귀경화증,Cochlear otosclerosis
H80.8,기타 귀경화증,Other otosclerosis
H80.9,상세불명의 귀경화증,"Otosclerosis, unspecified"
H81,전정기능의 장애,Disorders of vestibular function
H81.0,메니에르병,Ménière’s disease
H81.1,양성 발작성 현기증,Benign paroxysmal vertigo
H81.2,전정신경세포염,Vestibular neuronitis
H81.3,기타 말초성 현기증,Other peripheral vertigo
H81.30,기타 이성 현기증,Other aural vertigo
H81.38,기타 말초성 현기증,Other peripheral vertigo
H81.4,중추기원의 현기증,Vertigo of central origin
H81.8,전정기능의 기타 장애,Other disorders of vestibular function
H81.9,전정기능의 상세불명 장애,"Disorder of vestibular function, unspecified"
H82*,달리 분류된 질환에서의 현기증후군,Vertiginous syndromes in diseases classified elsewhere
H83,내이의 기타 질환,Other diseases of inner ear
H83.0,미로염,Labyrinthitis
H83.1,미로루,Labyrinthine fistula
H83.2,미로기능장애,Labyrinthine dysfunction
H83.3,내이의 소음효과,Noise effects on inner ear
H83.8,내이의 기타 명시된 장애,Other specified diseases of inner ear
H83.9,내이의 상세불명 장애,"Disease of inner ear, unspecified"
H90-H95,귀의 기타 장애,Other disorders of ear
H90,전음성 및 감각신경성 청력소실,Conductive and sensorineural hearing loss
H90.0,양쪽 전음성 청력소실,"Conductive hearing loss, bilateral"
H90.1,"한쪽 전음성 청력소실, 반대편 청력은 정상","Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side"
H90.2,상세불명의 전음성 청력소실,"Conductive hearing loss, unspecified"
H90.3,양쪽 감각신경성 청력소실,"Sensorineural hearing loss, bilateral"
H90.4,"한쪽 감각신경성 청력소실, 반대편 청력은 정상","Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
H90.5,상세불명의 감각신경성 청력소실,"Sensorineural hearing loss, unspecified"
H90.6,전음성 및 감각신경성이 혼합된 양쪽 청력소실,"Mixed conductive and sensorineural hearing loss, bilateral"
H90.7,"전음성 및 감각신경성이 혼합된 한쪽 청력소실, 반대편 청력은 정상","Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side"
H90.8,전음성 및 감각신경성이 혼합된 상세불명의 청력소실,"Mixed conductive and sensorineural hearing loss, unspecified"
H91,기타 청력소실,Other hearing loss
H91.0,귀독성 청력소실,Ototoxic hearing loss
H91.00,"귀독성 청력소실, 한쪽","Ototoxic hearing loss, unilateral"
H91.01,"귀독성 청력소실, 양쪽","Ototoxic hearing loss, bilateral"
H91.09,"귀독성 청력소실, 상세불명 쪽","Ototoxic hearing loss, unspecified side"
H91.1,노년난청,Presbycusis
H91.10,"노년난청, 한쪽","Presbycusis, unilateral"
H91.11,"노년난청, 양쪽","Presbycusis, bilateral"
H91.19,"노년난청, 상세불명 쪽","Presbycusis, unspecified side"
H91.2,돌발성 특발성 청력소실,Sudden idiopathic hearing loss
H91.20,"돌발성 특발성 청력소실, 한쪽","Sudden idiopathic hearing loss, unilateral"
H91.21,"돌발성 특발성 청력소실, 양쪽","Sudden idiopathic hearing loss, bilateral"
H91.29,"돌발성 특발성 청력소실, 상세불명 쪽","Sudden idiopathic hearing loss, unspecified side"
H91.3,달리 분류되지 않은 농아,"Deaf mutism, NEC"
H91.8,기타 명시된 청력소실,Other specified hearing loss
H91.80,"기타 명시된 청력소실, 한쪽","Other specified hearing loss, unilateral"
H91.81,"기타 명시된 청력소실, 양쪽","Other specified hearing loss, bilateral"
H91.89,"기타 명시된 청력소실, 상세불명 쪽","Other specified hearing loss, unspecified side"
H91.9,상세불명의 청력소실,"Hearing loss, unspecified"
H91.90,"상세불명의 청력소실, 한쪽","Hearing loss, unspecified, unilateral"
H91.91,"상세불명의 청력소실, 양쪽","Hearing loss, unspecified, bilateral"
H91.99,"상세불명의 청력소실, 상세불명 쪽","Hearing loss, unspecified, unspecified side"
H92,귀통증 및 귀의 삼출액,Otalgia and effusion of ear
H92.0,귀통증,Otalgia
H92.1,귓물,Otorrhoea
H92.2,귀출혈,Otorrhagia
H93,달리 분류되지 않은 귀의 기타 장애,"Other disorders of ear, NEC"
H93.0,귀의 퇴행성 및 혈관성 장애,Degenerative and vascular disorders of ear
H93.01,일과성 허혈난청,Transient ischaemic deafness
H93.09,상세불명의 귀의 퇴행성 및 혈관성 장애,Degenerative and vascular disorders of  ear
H93.1,이명,Tinnitus
H93.2,기타 청각의 이상,Other abnormal auditory perceptions
H93.20,청각누가현상,Auditory recruitment
H93.21,복청(複聽),Diplacusis
H93.22,청각과민,Hyperacusis
H93.23,일과성 청각역치변화,Temporary auditory threshold shift
H93.28,기타 청각의 이상,Other abnormal auditory perceptions
H93.3,청신경의 장애,Disorders of acoustic nerve
H93.8,귀의 기타 명시된 장애,Other specified disorders of ear
H93.9,귀의 상세불명 장애,"Disorder of ear, unspecified"
H94*,달리 분류된 질환에서의 귀의 기타 장애,Other disorders of ear in diseases classified elsewhere
H94.0*,달리 분류된 감염성 및 기생충성 질환에서의 청신경염,Acoustic neuritis in infectious and parasitic diseases classified elsewhere
H94.8*,달리 분류된 질환에서의 귀의 기타 명시된 장애,Other specified disorders of ear in diseases classified elsewhere
H95,달리 분류되지 않은 귀 및 유돌의 처치후 장애,"Postprocedural disorders of ear and mastoid process, NEC"
H95.0,유돌절제후공동의 재발성 진주종,Recurrent cholesteatoma of postmastoidectomy cavity
H95.1,유돌절제에 따르는 기타 장애,Other disorders following mastoidectomy
H95.8,귀 및 유돌의 기타 처치후 장애,Other postprocedural disorders of ear and mastoid process
